Title,Genre
The Kitchen,Comedy
Chicken Little,Animation
Chicken Little,Family
Chicken Little,Comedy
Alvin and the Chipmunks,Comedy
Alvin and the Chipmunks,Family
Alvin and the Chipmunks,Fantasy
Alvin and the Chipmunks,Animation
A Delicious Flight,Romance
Disenchanted,Comedy
Disenchanted,Family
Disenchanted,Fantasy
Lucy,Action
Lucy,Science Fiction
Looking for Magical Doremi,Animation
Looking for Magical Doremi,Comedy
Looking for Magical Doremi,Adventure
Looking for Magical Doremi,Fantasy
Mr. & Mrs. Smith,Action
Mr. & Mrs. Smith,Comedy
Mr. & Mrs. Smith,Drama
Mr. & Mrs. Smith,Thriller
Bruce Almighty,Fantasy
Bruce Almighty,Comedy
The Girl Next Door,Comedy
The Girl Next Door,Romance
Stuart Little,Family
Stuart Little,Fantasy
Stuart Little,Comedy
Stuart Little,Adventure
"As Above, So Below",Horror
"As Above, So Below",Thriller
Kingdom: Ashin of the North,Drama
Kingdom: Ashin of the North,Fantasy
Kingdom: Ashin of the North,Thriller
The Reader,Drama
The Reader,Romance
Pokémon Detective Pikachu,Action
Pokémon Detective Pikachu,Adventure
Pokémon Detective Pikachu,Fantasy
Star Wars: Episode I - The Phantom Menace,Adventure
Star Wars: Episode I - The Phantom Menace,Action
Star Wars: Episode I - The Phantom Menace,Science Fiction
Rurouni Kenshin: The Beginning,Action
Rurouni Kenshin: The Beginning,Adventure
Rurouni Kenshin: The Beginning,Drama
Rurouni Kenshin: The Beginning,Romance
Robin Hood: Prince of Thieves,Action
Robin Hood: Prince of Thieves,Adventure
Robin Hood: Prince of Thieves,Drama
The Unbearable Weight of Massive Talent,Action
The Unbearable Weight of Massive Talent,Comedy
The Unbearable Weight of Massive Talent,Crime
Final Destination 2,Horror
Final Destination 2,Mystery
The Hunchback of Notre Dame,Drama
The Hunchback of Notre Dame,Animation
The Hunchback of Notre Dame,Family
American Beauty,Drama
Sobreviviendo mis XV,Comedy
Fog City,Horror
Fog City,Thriller
Seven Samurai,Action
Seven Samurai,Drama
Fullmetal Alchemist: The Revenge of Scar,Fantasy
Fullmetal Alchemist: The Revenge of Scar,Action
Fullmetal Alchemist: The Revenge of Scar,Adventure
Child's Play,Horror
The Crow,Fantasy
The Crow,Action
The Crow,Thriller
Warcraft,Action
Warcraft,Adventure
Warcraft,Fantasy
Female War: A Nasty Deal,Drama
Female War: A Nasty Deal,Romance
"Crazy, Stupid, Love.",Comedy
"Crazy, Stupid, Love.",Drama
"Crazy, Stupid, Love.",Romance
Haunted Mansion,Fantasy
Haunted Mansion,Comedy
Haunted Mansion,Horror
Haunted Mansion,Family
Bride of Chucky,Comedy
Bride of Chucky,Horror
Bride of Chucky,Romance
Ghost,Fantasy
Ghost,Drama
Ghost,Thriller
Ghost,Mystery
Ghost,Romance
Batman,Fantasy
Batman,Action
Batman,Crime
The Adventures,Romance
The Adventures,Comedy
The Adventures,Adventure
The Usual Suspects,Drama
The Usual Suspects,Crime
The Usual Suspects,Thriller
Flee the Light,Horror
Flee the Light,Thriller
Flipped,Romance
Flipped,Drama
The Takedown,Comedy
The Takedown,Action
Patriots Time,Action
Patriots Time,War
Wingwomen,Action
Wingwomen,Comedy
Wingwomen,Drama
Casino Royale,Adventure
Casino Royale,Action
Casino Royale,Thriller
Live Free or Die Hard,Action
Live Free or Die Hard,Thriller
Wild Card,Thriller
Wild Card,Crime
Wild Card,Action
Frivolous Lola,Comedy
Frivolous Lola,Romance
The Legend of the Spirits,Animation
The Legend of the Spirits,Comedy
The Legend of the Spirits,Family
The Legend of the Spirits,Horror
The Mist,Horror
The Mist,Science Fiction
The Mist,Thriller
Transfusion,Crime
Transfusion,Action
Transfusion,Drama
City of God,Drama
City of God,Crime
Blue Lagoon: The Awakening,Drama
Blue Lagoon: The Awakening,Adventure
Blue Lagoon: The Awakening,Romance
Blue Lagoon: The Awakening,TV Movie
The Lion King 1½,Family
The Lion King 1½,Animation
The Lion King 1½,Comedy
The Lion King 1½,Action
The Evil Dead,Horror
Pearl,Drama
Pearl,Horror
Enchanted,Comedy
Enchanted,Family
Enchanted,Fantasy
Enchanted,Romance
Beautiful Teacher in Torture Hell,Drama
Beautiful Teacher in Torture Hell,Thriller
Beautiful Teacher in Torture Hell,Horror
The Conference,Horror
The Conference,Comedy
The Conference,Thriller
"Paul, Apostle of Christ",Drama
Air,Drama
Scary Movie 3,Comedy
Austin Powers in Goldmember,Comedy
Austin Powers in Goldmember,Crime
Austin Powers in Goldmember,Science Fiction
Dog,Drama
Dog,Comedy
The Longest Yard,Drama
The Longest Yard,Comedy
The Longest Yard,Crime
Upgrade,Action
Upgrade,Thriller
Upgrade,Science Fiction
Sunod,Horror
The Sword in the Stone,Animation
The Sword in the Stone,Family
The Sword in the Stone,Fantasy
Nacho Libre,Comedy
Nacho Libre,Family
Nacho Libre,Drama
Back to the Future Part III,Adventure
Back to the Future Part III,Comedy
Back to the Future Part III,Science Fiction
Snapshot of Love,TV Movie
Snapshot of Love,Comedy
Snapshot of Love,Romance
Kabit,Drama
Kabit,Romance
Underwater,Horror
Underwater,Science Fiction
Underwater,Action
Underwater,Adventure
Sherlock Holmes: A Game of Shadows,Adventure
Sherlock Holmes: A Game of Shadows,Action
Sherlock Holmes: A Game of Shadows,Crime
Sherlock Holmes: A Game of Shadows,Mystery
The Grand Budapest Hotel,Comedy
The Grand Budapest Hotel,Drama
Toy Guardians,Animation
Toy Guardians,Family
The Lego Batman Movie,Animation
The Lego Batman Movie,Action
The Lego Batman Movie,Comedy
The Lego Batman Movie,Family
The Magnificent Seven,Action
The Magnificent Seven,Adventure
The Magnificent Seven,Western
The Magnificent Seven,Drama
Unfaithful,Thriller
Unfaithful,Drama
Rio 2,Animation
Rio 2,Adventure
Rio 2,Comedy
Rio 2,Family
The Flintstones,Fantasy
The Flintstones,Comedy
The Flintstones,Family
Batman Returns,Action
Batman Returns,Fantasy
Sausage Party,Adventure
Sausage Party,Animation
Sausage Party,Comedy
Sausage Party,Fantasy
Rogue One: A Star Wars Story,Action
Rogue One: A Star Wars Story,Adventure
Rogue One: A Star Wars Story,Science Fiction
Dolittle,Family
Dolittle,Comedy
Dolittle,Fantasy
Dolittle,Adventure
Tower Heist,Action
Tower Heist,Comedy
The Best Man,Action
The Best Man,Thriller
The Time Machine,Science Fiction
The Time Machine,Adventure
The Time Machine,Action
Tinker Bell and the Pirate Fairy,Animation
Tinker Bell and the Pirate Fairy,Family
13 Going on 30,Comedy
13 Going on 30,Fantasy
13 Going on 30,Romance
Desire,Drama
Desire,Romance
Zombieland,Comedy
Zombieland,Horror
The Great Gatsby,Drama
The Great Gatsby,Romance
Ghost in the Shell,Science Fiction
Ghost in the Shell,Drama
Ghost in the Shell,Action
The Road to El Dorado,Family
The Road to El Dorado,Adventure
The Road to El Dorado,Animation
The Road to El Dorado,Comedy
The Road to El Dorado,Fantasy
Teen Wolf,Comedy
Teen Wolf,Fantasy
Teen Wolf,Romance
The Addams Family,Family
The Addams Family,Animation
The Addams Family,Comedy
The Addams Family,Fantasy
Hidden Figures,Drama
Hidden Figures,History
Contact,Drama
Contact,Science Fiction
Contact,Mystery
Jeepers Creepers 3,Horror
Jeepers Creepers 3,Mystery
Jeepers Creepers 3,Thriller
Warriors of Future,Drama
Warriors of Future,Action
Warriors of Future,Science Fiction
The Invisible Guest,Drama
The Invisible Guest,Mystery
The Invisible Guest,Thriller
Dragon Ball Z: Broly – Second Coming,Animation
Dragon Ball Z: Broly – Second Coming,Action
Dragon Ball Z: Broly – Second Coming,Science Fiction
The Shining,Horror
The Shining,Thriller
The Hunt,Action
The Hunt,Thriller
The Hunt,Horror
Dead Poets Society,Drama
Bad Boys,Action
Bad Boys,Comedy
Bad Boys,Crime
Bad Boys,Thriller
Ghost Mansion,Horror
Footloose,Drama
Footloose,Romance
Mean Girls 2,Comedy
Fantastic Four: Rise of the Silver Surfer,Science Fiction
Fantastic Four: Rise of the Silver Surfer,Adventure
Fantastic Four: Rise of the Silver Surfer,Action
Salitan,Drama
Salitan,Romance
Anaconda,Adventure
Anaconda,Horror
Anaconda,Thriller
Atlantis: The Lost Empire,Animation
Atlantis: The Lost Empire,Family
Atlantis: The Lost Empire,Adventure
Atlantis: The Lost Empire,Science Fiction
101 Dalmatians,Family
101 Dalmatians,Comedy
Final Destination 3,Horror
Final Destination 3,Mystery
Journey 2: The Mysterious Island,Adventure
Journey 2: The Mysterious Island,Action
Journey 2: The Mysterious Island,Science Fiction
Hunger,Drama
Jolt,Action
Jolt,Thriller
Hot Fuzz,Crime
Hot Fuzz,Action
Hot Fuzz,Comedy
Men in Black II,Action
Men in Black II,Comedy
Men in Black II,Science Fiction
Little Man,Comedy
Little Man,Crime
The Quake,Action
The Quake,Drama
The Quake,Thriller
Weathering with You,Animation
Weathering with You,Drama
Weathering with You,Fantasy
Weathering with You,Romance
Dunkirk,War
Dunkirk,Action
Dunkirk,Drama
Life of Pi,Adventure
Life of Pi,Drama
G.I. Joe: The Rise of Cobra,Adventure
G.I. Joe: The Rise of Cobra,Action
G.I. Joe: The Rise of Cobra,Thriller
G.I. Joe: The Rise of Cobra,Science Fiction
Don't Breathe 2,Thriller
Don't Breathe 2,Horror
Anna,Thriller
Anna,Action
G.I. Joe: Retaliation,Science Fiction
G.I. Joe: Retaliation,Adventure
G.I. Joe: Retaliation,Action
American Pie 2,Comedy
American Pie 2,Romance
Ju-on: The Grudge,Horror
Dark Glasses,Drama
Dark Glasses,Thriller
Dark Glasses,Horror
Dark Glasses,Mystery
Christmas Bloody Christmas,Horror
Black Butler: Book of Murder,Mystery
Black Butler: Book of Murder,Animation
Black Butler: Book of Murder,Adventure
Castle in the Sky,Adventure
Castle in the Sky,Fantasy
Castle in the Sky,Animation
Castle in the Sky,Action
Castle in the Sky,Family
Castle in the Sky,Romance
Jigsaw,Horror
Jigsaw,Mystery
Jigsaw,Thriller
Yolo,Drama
Yolo,Comedy
Yolo,Action
Rally Road Racers,Animation
Rally Road Racers,Family
Rally Road Racers,Comedy
Fresh,Horror
Fresh,Thriller
Iron Mask,Action
Iron Mask,Adventure
Iron Mask,Family
Iron Mask,Fantasy
Hot Shots!,Action
Hot Shots!,Comedy
Hot Shots!,War
Pocahontas,Adventure
Pocahontas,Animation
Pocahontas,Family
Pocahontas,Romance
Blood & Gold,Action
Blood & Gold,Drama
Blood & Gold,War
Undisputed III: Redemption,Action
Undisputed III: Redemption,Thriller
Lara Croft: Tomb Raider,Adventure
Lara Croft: Tomb Raider,Fantasy
Lara Croft: Tomb Raider,Action
Lara Croft: Tomb Raider,Thriller
A Man Called Otto,Comedy
A Man Called Otto,Drama
The Lobster,Comedy
The Lobster,Drama
The Lobster,Romance
Insidious,Horror
Insidious,Thriller
Annie,Comedy
Annie,Drama
Annie,Family
Idiocracy,Comedy
Idiocracy,Science Fiction
Idiocracy,Adventure
The Devil's Advocate,Drama
The Devil's Advocate,Mystery
The Devil's Advocate,Thriller
The Devil's Advocate,Horror
The Monkey King,Animation
The Monkey King,Fantasy
The Monkey King,Adventure
The Monkey King,Family
The Monkey King,Comedy
Ghostbusters II,Comedy
Ghostbusters II,Fantasy
The Secret Life of Walter Mitty,Adventure
The Secret Life of Walter Mitty,Comedy
The Secret Life of Walter Mitty,Drama
The Secret Life of Walter Mitty,Fantasy
Chip 'n Dale: Rescue Rangers,Animation
Chip 'n Dale: Rescue Rangers,Family
Chip 'n Dale: Rescue Rangers,Comedy
Chip 'n Dale: Rescue Rangers,Adventure
Chip 'n Dale: Rescue Rangers,Mystery
A Quiet Place Part III,Thriller
A Quiet Place Part III,Science Fiction
A Quiet Place Part III,Horror
A Quiet Place Part III,Drama
A Quiet Place Part III,Mystery
American Wedding,Comedy
American Wedding,Romance
Saw IV,Horror
Saw IV,Thriller
Saw IV,Crime
RoboCop,Action
RoboCop,Thriller
RoboCop,Science Fiction
Home Alone 4,Comedy
Home Alone 4,Family
Home Alone 4,TV Movie
Wolf,Drama
The Bourne Supremacy,Action
The Bourne Supremacy,Drama
The Bourne Supremacy,Thriller
Thunderball,Adventure
Thunderball,Action
Thunderball,Thriller
Memories of Murder,Crime
Memories of Murder,Drama
Memories of Murder,Thriller
The Sea Beast,Animation
The Sea Beast,Adventure
The Sea Beast,Family
The Sea Beast,Fantasy
London Has Fallen,Action
London Has Fallen,Thriller
Basic Instinct,Thriller
Basic Instinct,Mystery
Tomorrowland,Adventure
Tomorrowland,Family
Tomorrowland,Mystery
Tomorrowland,Science Fiction
The Velveteen Rabbit,Animation
The Velveteen Rabbit,Family
The Velveteen Rabbit,Fantasy
Encanto at the Hollywood Bowl,Music
Encanto at the Hollywood Bowl,Documentary
Rain Man,Drama
Dragon Ball Z: The World's Strongest,Action
Dragon Ball Z: The World's Strongest,Animation
Dragon Ball Z: The World's Strongest,Science Fiction
The Penitent Thief,Drama
The Penitent Thief,Fantasy
You Only Live Twice,Action
You Only Live Twice,Thriller
You Only Live Twice,Adventure
Chungking Express,Drama
Chungking Express,Comedy
Chungking Express,Romance
The Big Lebowski,Comedy
The Big Lebowski,Crime
Saint Seiya: The Heated Battle of the Gods,Action
Saint Seiya: The Heated Battle of the Gods,Animation
Saint Seiya: The Heated Battle of the Gods,Fantasy
Mowgli: Legend of the Jungle,Adventure
Mowgli: Legend of the Jungle,Drama
Sunrise,Horror
Sunrise,Thriller
Snatch,Crime
Snatch,Comedy
Seed of Chucky,Comedy
Seed of Chucky,Horror
Alexander,War
Alexander,History
Alexander,Action
Alexander,Adventure
Alexander,Drama
Alexander,Romance
Hansel & Gretel: Witch Hunters,Fantasy
Hansel & Gretel: Witch Hunters,Horror
Hansel & Gretel: Witch Hunters,Action
The Outfit,Crime
The Outfit,Drama
The Outfit,Thriller
The Outfit,Mystery
Magic Mike's Last Dance,Comedy
Magic Mike's Last Dance,Drama
Magic Mike's Last Dance,Romance
Magic Mike's Last Dance,Music
The Princess,Action
The Princess,Fantasy
Kill Bill: Vol. 2,Action
Kill Bill: Vol. 2,Crime
Kill Bill: Vol. 2,Thriller
Wind River,Crime
Wind River,Drama
Wind River,Mystery
Wind River,Thriller
Silent Hill: Revelation 3D,Thriller
Silent Hill: Revelation 3D,Horror
Silent Hill: Revelation 3D,Mystery
Little Dixie,Action
Little Dixie,Crime
Little Dixie,Thriller
Little Dixie,Drama
Dragon Ball Z: Dead Zone,Animation
Dragon Ball Z: Dead Zone,Action
Dragon Ball Z: Dead Zone,Fantasy
The Exorcist III,Horror
The Exorcist III,Mystery
Scott Pilgrim vs. the World,Action
Scott Pilgrim vs. the World,Comedy
Scott Pilgrim vs. the World,Romance
Resurrected,Horror
Resurrected,Science Fiction
Appendage,Horror
The Greatest Showman,Drama
Transporter 3,Action
Transporter 3,Thriller
Transporter 3,Crime
Enola Holmes 2,Adventure
Enola Holmes 2,Mystery
Enola Holmes 2,Crime
Solo: A Star Wars Story,Science Fiction
Solo: A Star Wars Story,Adventure
Solo: A Star Wars Story,Action
Old,Thriller
Old,Mystery
Old,Horror
Mad Max,Adventure
Mad Max,Action
Mad Max,Thriller
Mad Max,Science Fiction
TRON: Legacy,Adventure
TRON: Legacy,Action
TRON: Legacy,Science Fiction
Secret of the Wings,Animation
Secret of the Wings,Family
Secret of the Wings,Fantasy
Secret of the Wings,Adventure
Close,Drama
Beneath the Planet of the Apes,Adventure
Beneath the Planet of the Apes,Science Fiction
Beneath the Planet of the Apes,Mystery
The Lego Movie 2: The Second Part,Action
The Lego Movie 2: The Second Part,Adventure
The Lego Movie 2: The Second Part,Animation
The Lego Movie 2: The Second Part,Comedy
The Lego Movie 2: The Second Part,Family
Secret Headquarters,Action
Secret Headquarters,Adventure
Secret Headquarters,Comedy
Secret Headquarters,Science Fiction
Secret Headquarters,Family
Nefarious,Horror
Nefarious,Thriller
Training Day,Action
Training Day,Crime
Training Day,Drama
The Enforcer,Action
The Enforcer,Crime
The Enforcer,Drama
A Walk Among the Tombstones,Crime
A Walk Among the Tombstones,Drama
A Walk Among the Tombstones,Mystery
A Walk Among the Tombstones,Thriller
How to Train Your Dragon: Homecoming,Animation
How to Train Your Dragon: Homecoming,Fantasy
How to Train Your Dragon: Homecoming,Adventure
How to Train Your Dragon: Homecoming,Action
How to Train Your Dragon: Homecoming,Family
Shaolin Soccer,Action
Shaolin Soccer,Comedy
Along with the Gods: The Two Worlds,Action
Along with the Gods: The Two Worlds,Adventure
Along with the Gods: The Two Worlds,Drama
Along with the Gods: The Two Worlds,Fantasy
Along with the Gods: The Two Worlds,Thriller
Along with the Gods: The Two Worlds,Mystery
Seoul Vibe,Action
Seoul Vibe,Crime
Seoul Vibe,Comedy
Seoul Vibe,Adventure
A Haunted House 2,Comedy
A Haunted House 2,Horror
Two Sinners and a Mule,Western
Two Sinners and a Mule,Action
The Jack in the Box: Awakening,Horror
Merry Little Batman,Animation
Merry Little Batman,Action
Merry Little Batman,Family
Merry Little Batman,Comedy
Knowing,Action
Knowing,Mystery
Knowing,Science Fiction
Knowing,Thriller
The Block Island Sound,Horror
The Block Island Sound,Science Fiction
Robin Hood,Animation
Robin Hood,Family
The Three Musketeers: D'Artagnan,Adventure
The Three Musketeers: D'Artagnan,Action
The Three Musketeers: D'Artagnan,Drama
The Three Musketeers: D'Artagnan,History
Dumbo,Family
Dumbo,Fantasy
Dumbo,Adventure
Disobedience,Drama
Disobedience,Romance
Once Upon a Time in America,Drama
Once Upon a Time in America,Crime
For a Few Dollars More,Western
Dark City,Mystery
Dark City,Science Fiction
Horrible Bosses 2,Comedy
The Mummy: Tomb of the Dragon Emperor,Adventure
The Mummy: Tomb of the Dragon Emperor,Action
The Mummy: Tomb of the Dragon Emperor,Fantasy
The Hateful Eight,Drama
The Hateful Eight,Mystery
The Hateful Eight,Western
The Fugitive,Action
The Fugitive,Thriller
The Fugitive,Drama
Amélie,Comedy
Amélie,Romance
Savage Salvation,Thriller
Darkland: The Return,Thriller
Darkland: The Return,Action
Godzilla,Thriller
Godzilla,Horror
Godzilla,Science Fiction
Nausicaä of the Valley of the Wind,Adventure
Nausicaä of the Valley of the Wind,Animation
Nausicaä of the Valley of the Wind,Fantasy
Birthright Outlaw,Drama
Birthright Outlaw,Western
Prep & Landing Stocking Stuffer: Operation: Secret Santa,Animation
Prep & Landing Stocking Stuffer: Operation: Secret Santa,Family
Prep & Landing Stocking Stuffer: Operation: Secret Santa,Fantasy
Back to the Future Part II,Adventure
Back to the Future Part II,Comedy
Back to the Future Part II,Science Fiction
Apocalypse Now,Drama
Apocalypse Now,War
John Carter,Action
John Carter,Adventure
John Carter,Science Fiction
The Human Centipede (First Sequence),Horror
Winnie-the-Pooh: Blood and Honey 2,Horror
Winnie-the-Pooh: Blood and Honey 2,Thriller
Hancock,Fantasy
Hancock,Action
Carter,Action
Carter,Thriller
Carter,Crime
The 355,Action
The 355,Thriller
National Treasure: Book of Secrets,Action
National Treasure: Book of Secrets,Adventure
National Treasure: Book of Secrets,Mystery
National Treasure: Book of Secrets,Thriller
Bad Boys II,Action
Bad Boys II,Crime
Bad Boys II,Comedy
Circumstantial Pleasures,Animation
Peter Rabbit 2: The Runaway,Family
Peter Rabbit 2: The Runaway,Comedy
Peter Rabbit 2: The Runaway,Adventure
Peter Rabbit 2: The Runaway,Animation
Peter Rabbit 2: The Runaway,Fantasy
The Trapped 13: How We Survived The Thai Cave,Documentary
In the Mood for Love,Drama
In the Mood for Love,Romance
Shot Caller,Crime
Shot Caller,Drama
Shot Caller,Thriller
Chicken Run,Animation
Chicken Run,Comedy
Chicken Run,Family
Moana 2,Animation
Moana 2,Adventure
Moana 2,Family
Moana 2,Comedy
Moana 2,Fantasy
Night Train,Action
Night Train,Thriller
Night Train,Crime
Lionheart,Action
Miracles from Heaven,Family
Miracles from Heaven,Drama
The Greatest Night in Pop,Documentary
The Greatest Night in Pop,Music
Purple Hearts,Romance
Purple Hearts,Drama
The Trip 7,Comedy
The Trip 7,Family
The Remaining,Thriller
The Remaining,Horror
The Upside,Comedy
The Upside,Drama
Paprika,Drama
Jumper,Action
Jumper,Adventure
Jumper,Science Fiction
Drive-Away Dolls,Crime
Drive-Away Dolls,Comedy
Justice League: Throne of Atlantis,Science Fiction
Justice League: Throne of Atlantis,Action
Justice League: Throne of Atlantis,Animation
Justice League: Throne of Atlantis,Adventure
Evangelion: 3.0+1.0 Thrice Upon a Time,Animation
Evangelion: 3.0+1.0 Thrice Upon a Time,Action
Evangelion: 3.0+1.0 Thrice Upon a Time,Science Fiction
Evangelion: 3.0+1.0 Thrice Upon a Time,Drama
All Things Fair,Drama
All Things Fair,Romance
All Things Fair,War
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,War
Notting Hill,Romance
Notting Hill,Comedy
The Magic Flute,Adventure
The Magic Flute,Fantasy
The Magic Flute,Music
The Magic Flute,Family
Little Women,Drama
Little Women,Romance
Star Wars: Episode III - Revenge of the Sith,Adventure
Star Wars: Episode III - Revenge of the Sith,Action
Star Wars: Episode III - Revenge of the Sith,Science Fiction
The Fault in Our Stars,Romance
The Fault in Our Stars,Drama
Spiderhead,Science Fiction
Spiderhead,Thriller
Mamma Mia!,Comedy
Mamma Mia!,Romance
Exorcist: The Beginning,Horror
Exorcist: The Beginning,Mystery
Exorcist: The Beginning,Thriller
Halo: Nightfall,Science Fiction
"Lyle, Lyle, Crocodile",Comedy
"Lyle, Lyle, Crocodile",Family
"Lyle, Lyle, Crocodile",Music
Holidate,Comedy
Holidate,Romance
Evil Dead,Horror
17 Again,Comedy
17 Again,Fantasy
17 Again,Drama
17 Again,Romance
Underworld,Fantasy
Underworld,Action
Underworld,Thriller
Green Lantern,Adventure
Green Lantern,Action
Green Lantern,Thriller
Green Lantern,Science Fiction
Angels & Demons,Thriller
Angels & Demons,Mystery
Hustlers,Drama
Hustlers,Comedy
Hustlers,Crime
The Sadness,Horror
The Exorcism of Emily Rose,Crime
The Exorcism of Emily Rose,Drama
The Exorcism of Emily Rose,Horror
The Exorcism of Emily Rose,Thriller
Casper,Fantasy
Casper,Comedy
Casper,Family
Fantastic Four,Action
Fantastic Four,Adventure
Fantastic Four,Science Fiction
Labyrinth,Adventure
Labyrinth,Family
Labyrinth,Fantasy
Don't Look Up,Comedy
Don't Look Up,Science Fiction
Don't Look Up,Drama
Memories,Fantasy
Memories,Animation
Memories,Science Fiction
Legend of the Guardians: The Owls of Ga'Hoole,Animation
Legend of the Guardians: The Owls of Ga'Hoole,Adventure
Legend of the Guardians: The Owls of Ga'Hoole,Family
Legend of the Guardians: The Owls of Ga'Hoole,Fantasy
Death Race,Action
Death Race,Thriller
Death Race,Science Fiction
The Impossible,Adventure
The Impossible,Drama
The Impossible,Thriller
Ooru Peru Bhairavakona,Fantasy
Ooru Peru Bhairavakona,Comedy
Ooru Peru Bhairavakona,Horror
Once Upon a Time in China II,Action
Once Upon a Time in China II,Comedy
The Goonies,Adventure
The Goonies,Comedy
The Goonies,Family
Goldfinger,Adventure
Goldfinger,Action
Goldfinger,Thriller
EuroTrip,Comedy
Sleepless in Seattle,Comedy
Sleepless in Seattle,Drama
Sleepless in Seattle,Romance
Strange World,Animation
Strange World,Family
Strange World,Adventure
Strange World,Science Fiction
Strange World,Fantasy
Big George Foreman,History
Big George Foreman,Drama
Love & Passion,Drama
The Legend of the Christmas Witch: The Origins,Family
The Legend of the Christmas Witch: The Origins,Fantasy
The Legend of the Christmas Witch: The Origins,Comedy
National Lampoon's Christmas Vacation,Comedy
Priest,Action
Priest,Fantasy
Priest,Horror
Priest,Thriller
Dangerous Lesson,Drama
Emancipation,Drama
Emancipation,War
Emancipation,History
Ong-Bak,Action
Ong-Bak,Thriller
Ong-Bak,Crime
Ong-Bak,Adventure
Malena,Drama
Jimmy Timmy Power Hour,Animation
Jimmy Timmy Power Hour,Comedy
Jimmy Timmy Power Hour,Family
Jimmy Timmy Power Hour,Fantasy
Jimmy Timmy Power Hour,TV Movie
Jimmy Timmy Power Hour,Science Fiction
The Key,Drama
The Key,Romance
Surf's Up,Animation
Surf's Up,Comedy
Surf's Up,Family
Death Wish,Action
Death Wish,Crime
Death Wish,Drama
Death Wish,Thriller
Peninsula,Horror
Peninsula,Adventure
Peninsula,Action
Peninsula,Thriller
Valkyrie,Drama
Valkyrie,Thriller
Valkyrie,War
Return of the Jedi,Adventure
Return of the Jedi,Action
Return of the Jedi,Science Fiction
Warrior,Drama
Warrior,Action
The Pianist,Drama
The Pianist,War
Black Hawk Down,Action
Black Hawk Down,War
Black Hawk Down,History
Masameer: The Movie,Animation
Masameer: The Movie,Comedy
Masameer: The Movie,Action
Masameer: The Movie,Drama
Slumdog Millionaire,Drama
Slumdog Millionaire,Romance
Lilo & Stitch 2: Stitch Has a Glitch,Animation
Lilo & Stitch 2: Stitch Has a Glitch,Family
Lilo & Stitch 2: Stitch Has a Glitch,Comedy
Lilo & Stitch 2: Stitch Has a Glitch,Science Fiction
Oblivion,Action
Oblivion,Science Fiction
Oblivion,Adventure
Oblivion,Mystery
Twisters,Action
Twisters,Adventure
Twisters,Drama
I Am Number Four,Action
I Am Number Four,Thriller
I Am Number Four,Science Fiction
I Am Number Four,Adventure
From Dusk Till Dawn,Horror
From Dusk Till Dawn,Action
From Dusk Till Dawn,Thriller
From Dusk Till Dawn,Crime
The Island,Action
The Island,Thriller
The Island,Science Fiction
The Island,Adventure
Hocus Pocus,Fantasy
Hocus Pocus,Comedy
Hocus Pocus,Family
Stargate,Action
Stargate,Adventure
Stargate,Science Fiction
Lethal Weapon 2,Action
Lethal Weapon 2,Adventure
Lethal Weapon 2,Comedy
Lethal Weapon 2,Crime
Lethal Weapon 2,Thriller
Stand by Me,Crime
Stand by Me,Drama
The Empire Strikes Back,Adventure
The Empire Strikes Back,Action
The Empire Strikes Back,Science Fiction
How the West Was Won,Western
Deuce Bigalow: Male Gigolo,Comedy
Captain America: The Winter Soldier,Action
Captain America: The Winter Soldier,Adventure
Captain America: The Winter Soldier,Science Fiction
The Man from Toronto,Action
The Man from Toronto,Adventure
The Man from Toronto,Comedy
Dragon Ball Z: Super Android 13!,Action
Dragon Ball Z: Super Android 13!,Animation
Dragon Ball Z: Super Android 13!,Science Fiction
A Few Good Men,Drama
The Addams Family,Comedy
The Addams Family,Fantasy
The Hills Have Eyes,Horror
The Hills Have Eyes,Thriller
Midnight,Thriller
Midnight,Crime
The Banshees of Inisherin,Drama
The Banshees of Inisherin,Comedy
The Angry Birds Movie 2,Animation
The Angry Birds Movie 2,Comedy
The Angry Birds Movie 2,Adventure
The Angry Birds Movie 2,Family
Baise-moi,Crime
Baise-moi,Drama
Baise-moi,Romance
Baise-moi,Thriller
The Tuxedo,Thriller
The Tuxedo,Action
The Tuxedo,Comedy
The Tuxedo,Science Fiction
Blackhat,Crime
Blackhat,Thriller
Blackhat,Action
Barbie: Princess Charm School,Family
Barbie: Princess Charm School,Animation
Barbie: Princess Charm School,Fantasy
Friends with Benefits,Romance
Friends with Benefits,Comedy
The Dreamers,Drama
The Dreamers,Romance
The Seven Deadly Sins: Grudge of Edinburgh Part 1,Animation
The Seven Deadly Sins: Grudge of Edinburgh Part 1,Fantasy
The Seven Deadly Sins: Grudge of Edinburgh Part 1,Adventure
The Seven Deadly Sins: Grudge of Edinburgh Part 1,Action
Eraser,Action
Eraser,Drama
Eraser,Mystery
Eraser,Thriller
From Russia with Love,Action
From Russia with Love,Thriller
From Russia with Love,Adventure
Mad Max 2,Adventure
Mad Max 2,Action
Mad Max 2,Thriller
Mad Max 2,Science Fiction
Enter the Dragon,Action
The Second Wife,Comedy
The Second Wife,Romance
Infinity Pool,Horror
Infinity Pool,Science Fiction
Turkish Delight,Drama
Turkish Delight,Romance
Self/less,Science Fiction
Self/less,Mystery
